id,title,image,description,language,categories,website,author,itunes_id
69,Warrandyte Community Church,http://is5.mzstatic.com/image/thumb/Music22/v4/0f/9a/25/0f9a25d4-2a86-84e1-0408-d042482c657b/source/600x600bb.jpg,Belonging Together  - Fulfilling Purpose  - Offering Hope,English,Religion & Spirituality | Christianity,http://wcc.org.au,WCC,704945035
70,Oakland Church,http://is3.mzstatic.com/image/thumb/Music117/v4/4f/a9/ee/4fa9ee90-34f4-bac7-e7c5-fa1ad0689867/source/600x600bb.jpg,"A Life-Giving Church - We believe that God has chosen the local church to represent His life and His love to the community. Through strong, growing, healthy local churches, people should have the opportunity to hear the Gospel, come to know Jesus Christ, become a part of the body of believers, and be discipled.",English,Religion & Spirituality | Christianity,http://oaklandchurch.me,Matt Sheehan,575206438
71,The Green Woodworker Podcast,http://is1.mzstatic.com/image/thumb/Music122/v4/20/67/e5/2067e5c3-074b-903f-22f5-9640f5d7dd7b/source/600x600bb.jpg,"The Green Woodworker Podcast for anyone interested in woodworking, woodturning, making, and building! We interview people from all walks of life while they make a living enjoying what they do!",English,Technology | Arts | Education,http://thegreenwoodworkerpodcast.com/,Donny Carter,1219412260
72,Random Podcast Canada,http://is5.mzstatic.com/image/thumb/Music91/v4/4f/07/7a/4f077abf-0fdd-7dd7-9f13-63b3099aa095/source/600x600bb.jpg,"Warning - This show contains mature adult conversation.  Name calling, sex talk and relentless criticizm will occur.  Not for children, or little bitches who cry when they hear something they don't agree with.  Pour yourself a stiff drink and click the arrow.  FYI Mike is making this website so if it's a complete clusterfuck blame him.  (is clusterfuck hyphenated?)",English,Comedy,http://randompodcastcanada.com/,Random Podcast Canada,1214515231
73,E! Teaching,http://is5.mzstatic.com/image/thumb/Music62/v4/fe/85/79/fe8579ce-7241-836d-a319-077074c3fd4e/source/600x600bb.jpg,"Contains the audio teachings of weekend messages given by the diverse teaching team at Evergreen Christian Center in Hillsboro, Oregon",English,Religion & Spirituality | Christianity | Education | Training,http://www.ecc4.org,Lori Scholz,370435989
74,Saddleback Church: DriveTime Devotionals,http://is3.mzstatic.com/image/thumb/Music71/v4/37/b2/c7/37b2c778-f795-43ed-e0e5-f0853c755f64/source/600x600bb.jpg,Drivetime Devotions,English,Christianity | Religion & Spirituality,https://c2c.saddleback.com/api/media/feed/rss/1,Saddleback Church,203912804
75,"St. Paul's Lutheran Church Podcast - Ireton,IA",http://is4.mzstatic.com/image/thumb/Music118/v4/06/ae/79/06ae7978-d7be-fac7-08e4-336c2943e8fa/source/600x600bb.jpg,"Sermons and Bible studies from St. Paul's Lutheran Church in Ireton, IA.",English,Religion & Spirituality | Christianity,https://michaelboothby.podbean.com,Michael Boothby,1327578297
76,The Pat & Ro Show,http://is5.mzstatic.com/image/thumb/Music128/v4/e1/da/c5/e1dac577-3aa2-07c8-d4c6-228de02a136c/source/600x600bb.jpg,Pat Sherwood & Rory McKernan connect with members of the CrossFit community from around the globe.,English,Health | Fitness & Nutrition,https://thepatandroshow.com,The Pat & Ro Show,1313426311
77,Poems Read by Jeff,http://is5.mzstatic.com/image/thumb/Music128/v4/52/1e/97/521e9792-6fef-0101-6f56-ebded3980027/source/600x600bb.jpg,"Poems read by Jeff is the podcast in which you will hear poems read by Jeff. The poets and the poems will also be discussed, but by a regular guy - not a poetry snob.",English,Literature | Arts | Education,http://poemsreadbyjeff.libsyn.com/website,Jeff Chesnut,1262786082
78,Witch Hunt Podcast,http://is2.mzstatic.com/image/thumb/Music71/v4/9f/92/08/9f92084e-795e-b42f-8067-04192f2c8f73/source/600x600bb.jpg,Witch Hunt explores history's most infamous witch hunts (literal and metaphorical) and the history of scapegoating.  Season one examines the Salem Witch Trials and season two covers the Great Satanic Panic of the 1980's and 90's.,English,Education | Arts,http://www.brainybyrdmedia.com/witchhuntpodcast,Witch Hunt Podcast,1148470787
79,Illustrated Game Podcast,http://is2.mzstatic.com/image/thumb/Music128/v4/6c/fa/f8/6cfaf886-2c08-38d2-b40a-54428d147cac/source/600x600bb.jpg,"A football podcast sometimes about football. Hosted by Joe Devine, frequented by Martin Race, Alex Stewart, James Dutton, Seb Stafford-Bloor and Paul Ansorge.",English,Sports & Recreation | Professional,http://www.acast.com/illustratedgame,Illustrated Game Podcast,645843106
80,Calvary Laguna Creek - Sunday AM,http://is3.mzstatic.com/image/thumb/Music71/v4/6d/01/d2/6d01d231-bffe-7beb-0778-031d51f8d041/source/600x600bb.jpg,"Recordings of the Sunday AM Bible studies at Calvary Chapel Laguna Creek in Elk Grove, CA.",English,Religion & Spirituality | Christianity,http://www.calvarylagunacreek.com,Calvary Chapel Laguna Creek,1170832776
81,Wing Men of West Michigan,http://is3.mzstatic.com/image/thumb/Music128/v4/c6/ae/3b/c6ae3bc5-b855-94fd-e36a-b87aba128ec5/source/600x600bb.jpg,West Michigan's #1 chicken wing centric podcast. Keeping you and your family safe from mediocre wings and bad podcasts.,English,Food | Arts,http://www.spreaker.com/show/wingmenofwestmi,Wing Men of West Michigan,1294775811
82,Edenton Street UMC Sermons,http://is4.mzstatic.com/image/thumb/Music122/v4/1b/b3/fe/1bb3fe8b-8ca1-412a-a13c-89ef78d33862/source/600x600bb.jpg,"Edenton Street is a community of faith inviting all to encounter Jesus, preparing believers to deepen their dependence on God, caring for those who are hurting, and sending ordinary people into the world equipped to do extraordinary things.",English,Christianity | Religion & Spirituality,http://www.esumc.org,ESUMC,1117533994
83,HFS Podcast,http://is2.mzstatic.com/image/thumb/Music122/v4/63/35/45/63354536-f0dd-885c-8e3c-ed2abdc2e7a7/source/600x600bb.jpg,Holy F*****g Science is a Podcast about science that is not for kids in which four people get together to try and astound and amaze each other with the realities of our glorious universe. Secondary goal: To make each other laugh.,English,Science & Medicine,https://play.google.com/music/listen#/ps/Iyvl42whhlhj4gs6ijctlwdodbm,Holy Fucking Science,1200863480
84,The Troubled Soul Safari Mixshow,http://is5.mzstatic.com/image/thumb/Music111/v4/41/75/86/417586bf-cc77-267b-d6d9-f6c1c8af2780/source/600x600bb.jpg,"Simon Andrews' weekly selection of the freshest cuts of soulful house music; hand picked and painstakingly prepared for your ears and iPod. A continuous mixshow from start to finish sprinkled with 'safari shouts' for people who get in touch. With occasional guests, interviews and mixes from the scene's biggest names. Broadcast live each and every week from Point Blank Fm towers across London and around the world via the live stream at www.pointblank.fm from 16:00 (GMT) every Sunday afternoon. It's a one stop shop for the the highest quality soulful dance music in clubland today. Always up to date and always of the highest quality. The second part of the show sees the continuation of the 'Blast from the past, at one minute past'. This where we jump into our time machine and turn the dial back to a time over the last 20 years or so and play one of my favourites that was a hit with me but not necessarilly had the exposure to be a hit in the wider domain. Some you may know, some you definately wont! Simon EMAIL: simon@troubled-soul.com TWITTER: @djsimonandrews 
Message the studio on studio@pointblank.fm / +447743 049 123

For further details please visit www.facebook.com/DJSimonAndrews",English,Music,http://djsimonandrews.podomatic.com,Simon Andrews,434225571
85,Marvin Hamster Music Emporium,http://is1.mzstatic.com/image/thumb/Music62/v4/f8/a6/e7/f8a6e7ff-c1db-e74b-17be-cf068fc8a0a3/source/600x600bb.jpg,"The Marvin Hamster Music Emporium is a weekly two hour radio show
featuring alternate music from the 80s and 90s broadcast on stations 
Worldwide. The show is normally in six sets of roughly twenty minutes
each. Put on your raspberry beret, pull your tri-color rat-tail to the
side, and light up a clove (if you got em), and listen in.",English,Music,http://www.marvinhamster.com,Marty Kuhrt,992150524
86,Skydrips - Musik,http://is5.mzstatic.com/image/thumb/Music128/v4/f8/0a/e1/f80ae151-b1e3-7ec1-1513-a589540c9f7f/source/600x600bb.jpg,"Live-Act / DJ 

Aus Liebe zur Musik.",German,Music,https://www.skydrips.de/,SKYDRIPS,1263220085
87,Happiness Podcast,http://is3.mzstatic.com/image/thumb/Music62/v4/b8/a5/77/b8a57721-e6cb-c250-a9fe-ad4cd4a68d05/source/600x600bb.jpg,"Do you ever wonder what it takes to lead a peaceful, happy life? Are you curious about the specific steps involved in a self-actualized, limitless life? Are you struggling with anxiety or depression? Or are you just plain tired and want some help? We explore all these concerns and more every week on the Happiness Podcast, which has been downloaded over 3 million times since its inception. Happiness does not happen by chance, but because we take specific actions in our lives to create it. Dr. Robert Puff, Ph.D., author of 13 books, TV show host, Psychology Today blogger, and corporate trainer, has been studying the actions it takes to reach the highest levels of human achievement for decades, and he wants to share what he knows with you. Come and explore, along with millions of others from the Happiness Podcast, Dr. Puff books, Psychology Today blog, and corporate workshop attendees, the specific steps to take so that you can soar in your life. To learn more, go to: http://www.HappinessPodcast.org/",English,Self-Help | Alternative Health | Health,http://www.happinesspodcast.org/,"Dr. Robert Puff, Ph.D.",437474360
88,Navitas Podcast,http://is5.mzstatic.com/image/thumb/Music127/v4/ef/da/18/efda1833-5f7b-64e6-917c-1e348a180e87/source/600x600bb.jpg,"The Navitas podcast is a tool to better equip you to navigate life and wealth. Our promise is to help you navigate the complexities of wealth and life across multiple generations and by doing so improve the use, enjoyment and impact of your Family Wealth.",English,Religion & Spirituality | Investing | Business | Christianity,http://navitaspodcast.libsyn.com/website,Jason Hester,1249558220
89,The Alt-Country Show,http://is1.mzstatic.com/image/thumb/Music122/v4/bc/f1/5b/bcf15b4c-8e84-8ab3-5819-0e79806a41dc/source/600x600bb.jpg,The Alt-Country Show puts your terrestrial country station to shame. Get back to the roots of country music and enjoy a little indie flare.,English,Music,http://www.btrtoday.com/listen/altcountry,BTRtoday,1215297105
90,.::Predicaciones - Estudios Biblicos - Sermon::. ~,http://is4.mzstatic.com/image/thumb/Music62/v4/2b/3b/f5/2b3bf5bf-3d57-9782-cd6f-e004bfe028e8/source/600x600bb.jpg,Predicaciones Crisitanas nuevas cada semana con un mensaje Impactante a tu vida. Baja tus Sermones Hoy!,English,Christianity | Religion & Spirituality,http://www.iglesiagetsemani.net,www.IglesiaGetsemani.net,325919846
91,Out of the Fog with Karen Hager,http://is4.mzstatic.com/image/thumb/Music71/v4/7a/57/24/7a5724cd-a689-65a9-cb3f-37bfe46eb989/source/600x600bb.jpg,"Join me every week for spiritual conversation with enlightening guests! I connect with intuitives, lightworkers, spiritual visionaries, and more.",English,Religion & Spirituality | Spirituality,http://www.blogtalkradio.com/fogcitypsychic,Karen Hager,312460988
92,Church of the Rock: Mark Hughes: SD Video,http://is1.mzstatic.com/image/thumb/Music62/v4/87/36/4b/87364bd2-05fe-4ed0-7327-f0fd3153fbe5/source/600x600bb.jpg,"Church of the Rock in Winnipeg, Manitoba, Canada is a charismatic, interdenominational, evangelical church with a  vision to impact our city, our country, and the nations by preaching the gospel of Jesus Christ, teaching family values, and reaching out to those in need. The messages in our podcasts feature the trademark humour and authenticity of Pastor Mark Hughes. Please visit ChurchoftheRock.ca for more information.",English,Religion & Spirituality | Christianity,http://www.churchoftherock.ca/watch-online,Church of the Rock,703570968
93,The Truest Adventure Podcast,http://is1.mzstatic.com/image/thumb/Music111/v4/f4/04/7d/f4047d6c-0d03-2f60-4713-c1c3b7cd9eda/source/600x600bb.jpg,"Spurred by a single question--What's your truest adventure?--The Truest Adventure Podcast brings you entertaining, intriguing, and captivating stories in a digestible format.",English,Society & Culture | Personal Journals,http://thetruestadventure.podomatic.com,The Truest Adventure,1201635444
94,Trash Talking,http://is3.mzstatic.com/image/thumb/Music118/v4/00/35/f2/0035f2f4-f4f0-561a-137b-08b0818c7b6c/source/600x600bb.jpg,Trash Talking is a podcast run by two idiots who are also best friends! Join Linze and Danielle as they talk about all sorts of fun and f*cked up things,English,Comedy,http://trashtalkingpod.libsyn.com/website,Trash Talking,1262564067
95,SOLCAST by Sol Martinez,http://is1.mzstatic.com/image/thumb/Music122/v4/4c/fb/6c/4cfb6caa-76a1-23d8-73de-2fe8555f4508/source/600x600bb.jpg,"""It is rumored that the ancestry of Sol Martinez may include alien life forms"" 

- anonymous semi valid source",English,Music,http://solmartinez.podomatic.com,Sol Martinez,440357511
96,Faithful Jesus Church,http://is5.mzstatic.com/image/thumb/Music4/v4/f4/41/a9/f441a92c-a612-28ec-efae-e985a3863776/source/600x600bb.jpg,We are an evangelical church powered by the Holy Spirit with a Mandate to Win & Disciple People of All Nations.,English,Religion & Spirituality | Christianity,http://faithfuljesuschurch.org,Faithful Jesus Church,687269422
97,"Mojave Water Agency, CA: Streaming Archive Audio Podcast",http://is4.mzstatic.com/image/thumb/Music6/v4/00/83/44/008344f6-7d9f-2031-39c1-107020839411/source/600x600bb.jpg,,English,Government & Organizations | Local,http://mojavewater.granicus.com/ViewPublisher.php?view_id=2,"Mojave Water Agency, CA",478346940
98,Forge Weekly Bible Study Audio,http://is5.mzstatic.com/image/thumb/Music71/v4/8a/ec/03/8aec03a2-907b-331d-0b1a-5862f8ed1955/source/600x600bb.jpg,"FORGE is a lively, weekly, early-morning gathering of Christ-following men of all ages 
and backgrounds who are being shaped by the Father into the men they want to be and were originally designed to be. 
God FORGES us with His truth, grace, Spirit, and by the interactions with other men, into men of strength who promote 
the flourishing of men, women, children, churches and culture.

Interested in applying the Bible to your everyday life? Learn more. Check us out and subscribe to our podcast.",English,Christianity | Religion & Spirituality,http://www.forgetruth.com,Pete Alwinson,1111851656
99,Loop Community Podcast,http://is2.mzstatic.com/image/thumb/Music128/v4/df/25/20/df252077-9d56-b0e4-1b9c-d85e5f98951a/source/600x600bb.jpg,"The official Podcast of LoopCommunity.com. News, Artist Interviews, and Tips on using Loops, MultiTracks, and Technology in Live Performance.

LoopCommunity.com has the largest collection of Loops and MultiTracks for Live Performance. Creators of PRIME (a free app for running multitracks and stem playback) and LOOPTIMUS (a foot controller for music software), LoopCommunity.com is developing a full eco-system of products to support musicians.",English,Technology | Religion & Spirituality | Music,http://blog.loopcommunity.com/,LoopCommunity.com,960873602
